timestep,edge_id,length,geometry,lane_id,sampled_seconds,speed,occupancy,density,flow
600.0,left1A1,189.6,"LINESTRING (0 446.79999999999995, 189.6 446.79999999999995)",left1A1_1,18.71,11.49,0.16,0.33,13.650120000000003
600.0,left2A2,189.6,"LINESTRING (0 696.8, 189.6 696.8)",left2A2_0,49.26,10.92,0.43,0.87,34.20144
600.0,left2A2,189.6,"LINESTRING (0 696.8, 189.6 696.8)",left2A2_1,50.95,4.42,0.44,0.9,14.3208
600.0,left3A3,189.6,"LINESTRING (0 946.8, 189.6 946.8)",left3A3_0,44.16,8.41,0.38,0.78,23.615280000000002
600.0,left3A3,189.6,"LINESTRING (0 946.8, 189.6 946.8)",left3A3_1,0.63,12.3,0.0,0.01,0.4428
600.0,left4A4,189.6,"LINESTRING (0 1196.8000000000002, 189.6 1196.8000000000002)",left4A4_0,106.43,6.08,0.92,1.87,40.93056000000001
600.0,left4A4,189.6,"LINESTRING (0 1196.8000000000002, 189.6 1196.8000000000002)",left4A4_1,13.09,9.21,0.1,0.23,7.625880000000001
600.0,left5A5,189.6,"LINESTRING (0 1446.8000000000002, 189.6 1446.8000000000002)",left5A5_0,55.5,3.52,0.48,0.98,12.418560000000001
600.0,left5A5,189.6,"LINESTRING (0 1446.8000000000002, 189.6 1446.8000000000002)",left5A5_1,25.79,11.89,0.22,0.45,19.2618
600.0,left6A6,189.6,"LINESTRING (0 1696.8000000000002, 189.6 1696.8000000000002)",left6A6_0,55.99,9.25,0.49,0.98,32.634
600.0,left6A6,189.6,"LINESTRING (0 1696.8000000000002, 189.6 1696.8000000000002)",left6A6_1,6.49,8.92,0.05,0.11,3.5323200000000003
600.0,left7A7,189.6,"LINESTRING (0 1946.8000000000002, 189.6 1946.8000000000002)",left7A7_0,94.27,7.9,0.81,1.66,47.2104
600.0,left7A7,189.6,"LINESTRING (0 1946.8000000000002, 189.6 1946.8000000000002)",left7A7_1,17.64,11.8,0.15,0.31,13.168800000000001
600.0,left8A8,189.6,"LINESTRING (0 2196.8, 189.6 2196.8)",left8A8_0,82.3,2.65,0.71,1.45,13.832999999999998
600.0,left8A8,189.6,"LINESTRING (0 2196.8, 189.6 2196.8)",left8A8_1,89.28,4.98,0.77,1.57,28.146960000000004
600.0,left9A9,189.6,"LINESTRING (0 2446.8, 189.6 2446.8)",left9A9_0,136.6,7.72,1.18,2.4,66.70079999999999
600.0,left9A9,189.6,"LINESTRING (0 2446.8, 189.6 2446.8)",left9A9_1,33.63,9.19,0.25,0.59,19.519559999999995
600.0,right0I0,189.6,"LINESTRING (2800 203.2, 2610.4 203.2)",right0I0_0,30.45,6.22,0.26,0.54,12.09168
600.0,right0I0,189.6,"LINESTRING (2800 203.2, 2610.4 203.2)",right0I0_1,0.0,0.0,0.0,0.0,0.0
600.0,right10I10,189.6,"LINESTRING (2800 2703.2, 2610.4 2703.2)",right10I10_0,35.42,10.7,0.31,0.62,23.882399999999997
600.0,right10I10,189.6,"LINESTRING (2800 2703.2, 2610.4 2703.2)",right10I10_1,16.28,11.96,0.14,0.29,12.48624
600.0,right11I11,189.6,"LINESTRING (2800 2953.2, 2610.4 2953.2)",right11I11_0,37.88,10.0,0.33,0.67,24.12
600.0,right11I11,189.6,"LINESTRING (2800 2953.2, 2610.4 2953.2)",right11I11_1,0.0,0.0,0.0,0.0,0.0
600.0,right1I1,189.6,"LINESTRING (2800 453.20000000000005, 2610.4 453.20000000000005)",right1I1_0,87.74,6.74,0.76,1.54,37.36656000000001
600.0,right1I1,189.6,"LINESTRING (2800 453.20000000000005, 2610.4 453.20000000000005)",right1I1_1,62.27,5.88,0.53,1.09,23.07312
600.0,right2I2,189.6,"LINESTRING (2800 703.2, 2610.4 703.2)",right2I2_0,18.33,10.34,0.16,0.32,11.911680000000002
600.0,right2I2,189.6,"LINESTRING (2800 703.2, 2610.4 703.2)",right2I2_1,0.0,0.0,0.0,0.0,0.0
600.0,right3I3,189.6,"LINESTRING (2800 953.2, 2610.4 953.2)",right3I3_0,39.04,9.71,0.34,0.69,24.11964
600.0,right3I3,189.6,"LINESTRING (2800 953.2, 2610.4 953.2)",right3I3_1,0.0,0.0,0.0,0.0,0.0
600.0,right4I4,189.6,"LINESTRING (2800 1203.1999999999998, 2610.4 1203.1999999999998)",right4I4_0,96.87,5.45,0.84,1.7,33.354
600.0,right4I4,189.6,"LINESTRING (2800 1203.1999999999998, 2610.4 1203.1999999999998)",right4I4_1,21.73,11.04,0.18,0.38,15.10272
600.0,right5I5,189.6,"LINESTRING (2800 1453.1999999999998, 2610.4 1453.1999999999998)",right5I5_0,32.01,6.55,0.28,0.56,13.2048
600.0,right5I5,189.6,"LINESTRING (2800 1453.1999999999998, 2610.4 1453.1999999999998)",right5I5_1,16.75,0.09,0.15,0.29,0.09396
600.0,right6I6,189.6,"LINESTRING (2800 1703.1999999999998, 2610.4 1703.1999999999998)",right6I6_0,41.4,2.17,0.36,0.73,5.7027600000000005
600.0,right6I6,189.6,"LINESTRING (2800 1703.1999999999998, 2610.4 1703.1999999999998)",right6I6_1,0.0,0.0,0.0,0.0,0.0
600.0,right7I7,189.6,"LINESTRING (2800 1953.1999999999998, 2610.4 1953.1999999999998)",right7I7_0,42.3,4.8,0.37,0.74,12.7872
600.0,right7I7,189.6,"LINESTRING (2800 1953.1999999999998, 2610.4 1953.1999999999998)",right7I7_1,14.55,12.1,0.13,0.26,11.325600000000001
600.0,right8I8,189.6,"LINESTRING (2800 2203.2, 2610.4 2203.2)",right8I8_0,38.46,5.28,0.33,0.68,12.925440000000004
600.0,right8I8,189.6,"LINESTRING (2800 2203.2, 2610.4 2203.2)",right8I8_1,14.97,11.74,0.13,0.26,10.988640000000002
600.0,right9I9,189.6,"LINESTRING (2800 2453.2, 2610.4 2453.2)",right9I9_0,51.76,5.28,0.45,0.91,17.297280000000004
600.0,right9I9,189.6,"LINESTRING (2800 2453.2, 2610.4 2453.2)",right9I9_1,51.67,7.61,0.44,0.91,24.93036
600.0,top0A11,189.6,"LINESTRING (196.8 3150, 196.8 2960.4)",top0A11_0,87.76,5.83,0.77,1.54,32.32152
600.0,top0A11,189.6,"LINESTRING (196.8 3150, 196.8 2960.4)",top0A11_1,18.5,2.42,0.16,0.33,2.87496
600.0,top1B11,189.6,"LINESTRING (496.79999999999995 3150, 496.79999999999995 2960.4)",top1B11_0,11.0,3.99,0.1,0.19,2.7291600000000003
600.0,top1B11,189.6,"LINESTRING (496.79999999999995 3150, 496.79999999999995 2960.4)",top1B11_1,102.83,8.89,0.88,1.81,57.92724000000001
600.0,top2C11,189.6,"LINESTRING (796.8 3150, 796.8 2960.4)",top2C11_0,12.0,10.02,0.11,0.21,7.57512
600.0,top2C11,189.6,"LINESTRING (796.8 3150, 796.8 2960.4)",top2C11_1,21.77,12.12,0.18,0.38,16.58016
600.0,top3D11,189.6,"LINESTRING (1096.8000000000002 3150, 1096.8000000000002 2960.4)",top3D11_0,15.8,7.14,0.13,0.28,7.197120000000001
600.0,top3D11,189.6,"LINESTRING (1096.8000000000002 3150, 1096.8000000000002 2960.4)",top3D11_1,20.01,13.6,0.17,0.35,17.136
600.0,top4E11,189.6,"LINESTRING (1396.8000000000002 3150, 1396.8000000000002 2960.4)",top4E11_0,66.08,5.14,0.57,1.16,21.464639999999996
600.0,top4E11,189.6,"LINESTRING (1396.8000000000002 3150, 1396.8000000000002 2960.4)",top4E11_1,26.44,1.72,0.23,0.46,2.84832
600.0,top5F11,189.6,"LINESTRING (1696.8000000000002 3150, 1696.8000000000002 2960.4)",top5F11_0,76.59,6.61,0.66,1.35,32.12460000000001
600.0,top5F11,189.6,"LINESTRING (1696.8000000000002 3150, 1696.8000000000002 2960.4)",top5F11_1,31.72,10.78,0.26,0.56,21.732480000000002
600.0,top6G11,189.6,"LINESTRING (1996.8000000000002 3150, 1996.8000000000002 2960.4)",top6G11_0,121.02,6.09,1.04,2.13,46.698119999999996
600.0,top6G11,189.6,"LINESTRING (1996.8000000000002 3150, 1996.8000000000002 2960.4)",top6G11_1,4.55,7.8,0.03,0.08,2.2464
600.0,top7H11,189.6,"LINESTRING (2296.8 3150, 2296.8 2960.4)",top7H11_0,112.42,8.01,0.98,1.98,57.095279999999995
600.0,top7H11,189.6,"LINESTRING (2296.8 3150, 2296.8 2960.4)",top7H11_1,26.22,8.81,0.22,0.46,14.589360000000001
600.0,top8I11,189.6,"LINESTRING (2596.8 3150, 2596.8 2960.4)",top8I11_0,2.31,2.6,0.01,0.04,0.37440000000000007
600.0,top8I11,189.6,"LINESTRING (2596.8 3150, 2596.8 2960.4)",top8I11_1,0.0,0.0,0.0,0.0,0.0
900.0,A0A1,229.2,"LINESTRING (203.2 210.4, 203.2 439.6)",A0A1_0,128.33,10.55,0.9,1.87,71.02260000000001
900.0,A0A1,229.2,"LINESTRING (203.2 210.4, 203.2 439.6)",A0A1_1,2.5,2.4,0.01,0.04,0.3456
900.0,A0B0,279.2,"LINESTRING (210.4 196.8, 489.6 196.8)",A0B0_0,46.21,10.94,0.27,0.55,21.6612
900.0,A0B0,279.2,"LINESTRING (210.4 196.8, 489.6 196.8)",A0B0_1,44.47,13.98,0.26,0.53,26.673840000000002
900.0,A0bottom0,189.6,"LINESTRING (196.8 189.6, 196.8 0)",A0bottom0_0,13.7,13.95,0.12,0.24,12.0528
900.0,A0bottom0,189.6,"LINESTRING (196.8 189.6, 196.8 0)",A0bottom0_1,37.48,13.64,0.32,0.66,32.408640000000005
900.0,A0left0,189.6,"LINESTRING (189.6 203.2, 0 203.2)",A0left0_0,74.02,12.96,0.64,1.3,60.652800000000006
900.0,A0left0,189.6,"LINESTRING (189.6 203.2, 0 203.2)",A0left0_1,0.0,0.0,0.0,0.0,0.0
900.0,A10A11,229.2,"LINESTRING (203.2 2710.4, 203.2 2939.6)",A10A11_0,148.29,8.67,1.05,2.16,67.41792000000001
900.0,A10A11,229.2,"LINESTRING (203.2 2710.4, 203.2 2939.6)",A10A11_1,17.55,12.24,0.13,0.26,11.45664
900.0,A10A9,229.2,"LINESTRING (196.8 2689.6, 196.8 2460.4)",A10A9_0,236.28,8.71,1.67,3.44,107.86464000000002
900.0,A10A9,229.2,"LINESTRING (196.8 2689.6, 196.8 2460.4)",A10A9_1,145.0,8.54,1.03,2.11,64.86983999999998
900.0,A10B10,279.2,"LINESTRING (210.4 2696.8, 489.6 2696.8)",A10B10_0,179.52,11.28,1.05,2.14,86.90111999999999
900.0,A10B10,279.2,"LINESTRING (210.4 2696.8, 489.6 2696.8)",A10B10_1,18.2,12.64,0.1,0.22,10.010880000000002
900.0,A10left10,189.6,"LINESTRING (189.6 2703.2, 0 2703.2)",A10left10_0,0.0,0.0,0.0,0.0,0.0
900.0,A10left10,189.6,"LINESTRING (189.6 2703.2, 0 2703.2)",A10left10_1,27.38,13.94,0.24,0.48,24.08832
900.0,A11A10,229.2,"LINESTRING (196.8 2939.6, 196.8 2710.4)",A11A10_0,113.98,9.2,0.81,1.66,54.97919999999999
900.0,A11A10,229.2,"LINESTRING (196.8 2939.6, 196.8 2710.4)",A11A10_1,157.24,11.06,1.09,2.29,91.17864
900.0,A11B11,279.2,"LINESTRING (210.4 2946.8, 489.6 2946.8)",A11B11_0,219.04,10.3,1.28,2.62,97.14960000000002
900.0,A11B11,279.2,"LINESTRING (210.4 2946.8, 489.6 2946.8)",A11B11_1,0.0,0.0,0.0,0.0,0.0
900.0,A11left11,189.6,"LINESTRING (189.6 2953.2, 0 2953.2)",A11left11_0,15.92,12.09,0.14,0.28,12.186720000000001
900.0,A11left11,189.6,"LINESTRING (189.6 2953.2, 0 2953.2)",A11left11_1,32.09,11.99,0.27,0.56,24.171840000000003
900.0,A11top0,189.6,"LINESTRING (203.2 2960.4, 203.2 3150)",A11top0_0,0.0,0.0,0.0,0.0,0.0
900.0,A11top0,189.6,"LINESTRING (203.2 2960.4, 203.2 3150)",A11top0_1,0.0,0.0,0.0,0.0,0.0
900.0,A1A0,229.2,"LINESTRING (196.8 439.6, 196.8 210.4)",A1A0_0,91.41,7.36,0.65,1.33,35.23968000000001
900.0,A1A0,229.2,"LINESTRING (196.8 439.6, 196.8 210.4)",A1A0_1,119.88,7.97,0.86,1.74,49.924080000000004
900.0,A1A2,229.2,"LINESTRING (203.2 460.4, 203.2 689.6)",A1A2_0,266.31,8.55,1.89,3.87,119.11860000000001
900.0,A1A2,229.2,"LINESTRING (203.2 460.4, 203.2 689.6)",A1A2_1,40.86,7.42,0.25,0.59,15.760079999999999
900.0,A1B1,279.2,"LINESTRING (210.4 446.79999999999995, 489.6 446.79999999999995)",A1B1_0,174.18,9.34,1.01,2.08,69.93792
900.0,A1B1,279.2,"LINESTRING (210.4 446.79999999999995, 489.6 446.79999999999995)",A1B1_1,93.66,12.9,0.54,1.12,52.01280000000001
900.0,A1left1,189.6,"LINESTRING (189.6 453.20000000000005, 0 453.20000000000005)",A1left1_0,44.96,12.77,0.38,0.79,36.31788
900.0,A1left1,189.6,"LINESTRING (189.6 453.20000000000005, 0 453.20000000000005)",A1left1_1,0.0,0.0,0.0,0.0,0.0
900.0,A2A1,229.2,"LINESTRING (196.8 689.6, 196.8 460.4)",A2A1_0,276.98,8.64,1.98,4.03,125.34912000000001
900.0,A2A1,229.2,"LINESTRING (196.8 689.6, 196.8 460.4)",A2A1_1,253.8,9.72,1.73,3.69,129.12048000000001
900.0,A2A3,229.2,"LINESTRING (203.2 710.4, 203.2 939.6)",A2A3_0,388.37,9.68,2.76,5.65,196.8912
900.0,A2A3,229.2,"LINESTRING (203.2 710.4, 203.2 939.6)",A2A3_1,74.67,8.41,0.5,1.09,33.000840000000004
900.0,A2B2,279.2,"LINESTRING (210.4 696.8, 489.6 696.8)",A2B2_0,228.41,9.86,1.34,2.73,96.90408000000001
900.0,A2B2,279.2,"LINESTRING (210.4 696.8, 489.6 696.8)",A2B2_1,130.63,12.92,0.76,1.56,72.55872000000001
900.0,A2left2,189.6,"LINESTRING (189.6 703.2, 0 703.2)",A2left2_0,21.66,12.54,0.18,0.38,17.15472
900.0,A2left2,189.6,"LINESTRING (189.6 703.2, 0 703.2)",A2left2_1,33.1,11.34,0.28,0.58,23.677919999999997
900.0,A3A2,229.2,"LINESTRING (196.8 939.6, 196.8 710.4)",A3A2_0,246.23,9.65,1.75,3.58,124.3692
900.0,A3A2,229.2,"LINESTRING (196.8 939.6, 196.8 710.4)",A3A2_1,252.56,8.29,1.74,3.67,109.52747999999998
900.0,A3A4,229.2,"LINESTRING (203.2 960.4, 203.2 1189.6)",A3A4_0,452.74,9.01,3.21,6.58,213.42888
900.0,A3A4,229.2,"LINESTRING (203.2 960.4, 203.2 1189.6)",A3A4_1,131.24,7.04,0.93,1.91,48.40704
900.0,A3B3,279.2,"LINESTRING (210.4 946.8, 489.6 946.8)",A3B3_0,270.68,10.74,1.58,3.23,124.88472
900.0,A3B3,279.2,"LINESTRING (210.4 946.8, 489.6 946.8)",A3B3_1,126.36,12.86,0.74,1.51,69.90696
900.0,A3left3,189.6,"LINESTRING (189.6 953.2, 0 953.2)",A3left3_0,28.69,13.33,0.25,0.5,23.994
900.0,A3left3,189.6,"LINESTRING (189.6 953.2, 0 953.2)",A3left3_1,32.93,11.73,0.28,0.58,24.49224
900.0,A4A3,229.2,"LINESTRING (196.8 1189.6, 196.8 960.4)",A4A3_0,258.13,7.7,1.84,3.75,103.95
900.0,A4A3,229.2,"LINESTRING (196.8 1189.6, 196.8 960.4)",A4A3_1,313.46,9.24,2.16,4.56,151.68384
900.0,A4A5,229.2,"LINESTRING (203.2 1210.4, 203.2 1439.6)",A4A5_0,476.15,8.6,3.39,6.92,214.2432
900.0,A4A5,229.2,"LINESTRING (203.2 1210.4, 203.2 1439.6)",A4A5_1,167.46,9.37,1.15,2.44,82.30608
900.0,A4B4,279.2,"LINESTRING (210.4 1196.8000000000002, 489.6 1196.8000000000002)",A4B4_0,263.48,9.12,1.54,3.15,103.4208
900.0,A4B4,279.2,"LINESTRING (210.4 1196.8000000000002, 489.6 1196.8000000000002)",A4B4_1,173.15,9.46,1.01,2.07,70.49592
900.0,A4left4,189.6,"LINESTRING (189.6 1203.1999999999998, 0 1203.1999999999998)",A4left4_0,14.78,15.41,0.13,0.26,14.42376
900.0,A4left4,189.6,"LINESTRING (189.6 1203.1999999999998, 0 1203.1999999999998)",A4left4_1,0.0,0.0,0.0,0.0,0.0
900.0,A5A4,229.2,"LINESTRING (196.8 1439.6, 196.8 1210.4)",A5A4_0,328.24,8.14,2.33,4.77,139.78008
900.0,A5A4,229.2,"LINESTRING (196.8 1439.6, 196.8 1210.4)",A5A4_1,378.57,7.7,2.66,5.51,152.7372
900.0,A5A6,229.2,"LINESTRING (203.2 1460.4, 203.2 1689.6)",A5A6_0,457.15,8.57,3.26,6.65,205.16580000000002
900.0,A5A6,229.2,"LINESTRING (203.2 1460.4, 203.2 1689.6)",A5A6_1,133.99,9.9,0.95,1.95,69.498
900.0,A5B5,279.2,"LINESTRING (210.4 1446.8000000000002, 489.6 1446.8000000000002)",A5B5_0,313.38,10.7,1.83,3.74,144.0648
900.0,A5B5,279.2,"LINESTRING (210.4 1446.8000000000002, 489.6 1446.8000000000002)",A5B5_1,165.32,10.54,0.96,1.97,74.74967999999998
900.0,A5left5,189.6,"LINESTRING (189.6 1453.1999999999998, 0 1453.1999999999998)",A5left5_0,16.11,12.6,0.13,0.28,12.700800000000001
900.0,A5left5,189.6,"LINESTRING (189.6 1453.1999999999998, 0 1453.1999999999998)",A5left5_1,46.35,12.29,0.39,0.81,35.83764
900.0,A6A5,229.2,"LINESTRING (196.8 1689.6, 196.8 1460.4)",A6A5_0,383.7,8.05,2.74,5.58,161.7084
900.0,A6A5,229.2,"LINESTRING (196.8 1689.6, 196.8 1460.4)",A6A5_1,318.71,8.86,2.26,4.64,147.99743999999998
900.0,A6A7,229.2,"LINESTRING (203.2 1710.4, 203.2 1939.6)",A6A7_0,314.11,9.08,2.22,4.57,149.38416
900.0,A6A7,229.2,"LINESTRING (203.2 1710.4, 203.2 1939.6)",A6A7_1,271.65,7.6,1.93,3.95,108.072
900.0,A6B6,279.2,"LINESTRING (210.4 1696.8000000000002, 489.6 1696.8000000000002)",A6B6_0,240.49,10.64,1.41,2.87,109.93248000000001
900.0,A6B6,279.2,"LINESTRING (210.4 1696.8000000000002, 489.6 1696.8000000000002)",A6B6_1,94.4,11.76,0.55,1.13,47.839679999999994
900.0,A6left6,189.6,"LINESTRING (189.6 1703.1999999999998, 0 1703.1999999999998)",A6left6_0,29.32,13.33,0.25,0.52,24.95376
900.0,A6left6,189.6,"LINESTRING (189.6 1703.1999999999998, 0 1703.1999999999998)",A6left6_1,15.32,12.25,0.13,0.27,11.907000000000002
900.0,A7A6,229.2,"LINESTRING (196.8 1939.6, 196.8 1710.4)",A7A6_0,383.59,9.02,2.74,5.58,181.19376
900.0,A7A6,229.2,"LINESTRING (196.8 1939.6, 196.8 1710.4)",A7A6_1,285.74,7.47,1.98,4.16,111.87072
900.0,A7A8,229.2,"LINESTRING (203.2 1960.4, 203.2 2189.6)",A7A8_0,389.69,9.18,2.77,5.67,187.38216
900.0,A7A8,229.2,"LINESTRING (203.2 1960.4, 203.2 2189.6)",A7A8_1,154.21,8.55,1.05,2.24,68.94720000000002
900.0,A7B7,279.2,"LINESTRING (210.4 1946.8000000000002, 489.6 1946.8000000000002)",A7B7_0,215.72,7.85,1.27,2.58,72.9108
900.0,A7B7,279.2,"LINESTRING (210.4 1946.8000000000002, 489.6 1946.8000000000002)",A7B7_1,100.37,7.79,0.55,1.2,33.6528
900.0,A7left7,189.6,"LINESTRING (189.6 1953.1999999999998, 0 1953.1999999999998)",A7left7_0,0.0,0.0,0.0,0.0,0.0
900.0,A7left7,189.6,"LINESTRING (189.6 1953.1999999999998, 0 1953.1999999999998)",A7left7_1,67.21,11.48,0.57,1.18,48.76704
900.0,A8A7,229.2,"LINESTRING (196.8 2189.6, 196.8 1960.4)",A8A7_0,320.19,8.92,2.27,4.66,149.64192000000003
900.0,A8A7,229.2,"LINESTRING (196.8 2189.6, 196.8 1960.4)",A8A7_1,171.46,9.64,1.2,2.49,86.41296000000001
900.0,A8A9,229.2,"LINESTRING (203.2 2210.4, 203.2 2439.6)",A8A9_0,373.93,7.43,2.67,5.44,145.50912000000002
900.0,A8A9,229.2,"LINESTRING (203.2 2210.4, 203.2 2439.6)",A8A9_1,71.31,6.98,0.51,1.04,26.133120000000005
900.0,A8B8,279.2,"LINESTRING (210.4 2196.8, 489.6 2196.8)",A8B8_0,291.22,9.57,1.71,3.48,119.89296000000002
900.0,A8B8,279.2,"LINESTRING (210.4 2196.8, 489.6 2196.8)",A8B8_1,123.57,9.44,0.7,1.48,50.29632
900.0,A8left8,189.6,"LINESTRING (189.6 2203.2, 0 2203.2)",A8left8_0,0.0,0.0,0.0,0.0,0.0
900.0,A8left8,189.6,"LINESTRING (189.6 2203.2, 0 2203.2)",A8left8_1,46.86,12.37,0.4,0.82,36.516239999999996
900.0,A9A10,229.2,"LINESTRING (203.2 2460.4, 203.2 2689.6)",A9A10_0,101.6,10.8,0.72,1.48,57.5424
900.0,A9A10,229.2,"LINESTRING (203.2 2460.4, 203.2 2689.6)",A9A10_1,21.94,11.02,0.14,0.32,12.695039999999999
900.0,A9A8,229.2,"LINESTRING (196.8 2439.6, 196.8 2210.4)",A9A8_0,231.47,9.16,1.64,3.37,111.12912
900.0,A9A8,229.2,"LINESTRING (196.8 2439.6, 196.8 2210.4)",A9A8_1,256.05,6.96,1.78,3.72,93.20832000000001
900.0,A9B9,279.2,"LINESTRING (210.4 2446.8, 489.6 2446.8)",A9B9_0,338.9,10.84,1.99,4.05,158.0472
900.0,A9B9,279.2,"LINESTRING (210.4 2446.8, 489.6 2446.8)",A9B9_1,66.22,12.49,0.38,0.79,35.52156
900.0,A9left9,189.6,"LINESTRING (189.6 2453.2, 0 2453.2)",A9left9_0,29.55,13.29,0.25,0.52,24.878880000000002
900.0,A9left9,189.6,"LINESTRING (189.6 2453.2, 0 2453.2)",A9left9_1,0.0,0.0,0.0,0.0,0.0
900.0,B0A0,279.2,"LINESTRING (489.6 203.2, 210.4 203.2)",B0A0_0,283.59,8.85,1.66,3.39,108.00540000000001
900.0,B0A0,279.2,"LINESTRING (489.6 203.2, 210.4 203.2)",B0A0_1,58.34,10.6,0.34,0.7,26.711999999999996
900.0,B0B1,229.2,"LINESTRING (503.20000000000005 210.4, 503.20000000000005 439.6)",B0B1_0,241.87,8.04,1.73,3.52,101.88288
900.0,B0B1,229.2,"LINESTRING (503.20000000000005 210.4, 503.20000000000005 439.6)",B0B1_1,12.21,11.03,0.08,0.18,7.14744
900.0,B0C0,279.2,"LINESTRING (510.4 196.8, 789.6 196.8)",B0C0_0,163.71,9.58,0.96,1.95,67.2516
900.0,B0C0,279.2,"LINESTRING (510.4 196.8, 789.6 196.8)",B0C0_1,144.78,12.52,0.82,1.73,77.97456000000001
900.0,B0bottom1,189.6,"LINESTRING (496.79999999999995 189.6, 496.79999999999995 0)",B0bottom1_0,72.07,13.24,0.62,1.27,60.533280000000005
900.0,B0bottom1,189.6,"LINESTRING (496.79999999999995 189.6, 496.79999999999995 0)",B0bottom1_1,0.0,0.0,0.0,0.0,0.0
900.0,B10A10,279.2,"LINESTRING (489.6 2703.2, 210.4 2703.2)",B10A10_0,42.34,12.64,0.25,0.51,23.207040000000003
900.0,B10A10,279.2,"LINESTRING (489.6 2703.2, 210.4 2703.2)",B10A10_1,168.57,10.99,0.98,2.01,79.52363999999999
900.0,B10B11,229.2,"LINESTRING (503.20000000000005 2710.4, 503.20000000000005 2939.6)",B10B11_0,198.15,7.22,1.4,2.88,74.85696
900.0,B10B11,229.2,"LINESTRING (503.20000000000005 2710.4, 503.20000000000005 2939.6)",B10B11_1,99.98,9.26,0.71,1.45,48.337199999999996
900.0,B10B9,229.2,"LINESTRING (496.79999999999995 2689.6, 496.79999999999995 2460.4)",B10B9_0,229.17,9.88,1.63,3.33,118.44144000000001
900.0,B10B9,229.2,"LINESTRING (496.79999999999995 2689.6, 496.79999999999995 2460.4)",B10B9_1,206.13,9.35,1.43,3.0,100.97999999999999
900.0,B10C10,279.2,"LINESTRING (510.4 2696.8, 789.6 2696.8)",B10C10_0,283.0,8.89,1.66,3.38,108.17352000000001
900.0,B10C10,279.2,"LINESTRING (510.4 2696.8, 789.6 2696.8)",B10C10_1,165.44,8.76,0.96,1.98,62.44128
900.0,B11A11,279.2,"LINESTRING (489.6 2953.2, 210.4 2953.2)",B11A11_0,104.16,11.44,0.62,1.24,51.06816
900.0,B11A11,279.2,"LINESTRING (489.6 2953.2, 210.4 2953.2)",B11A11_1,173.83,13.04,1.01,2.08,97.64352
900.0,B11B10,229.2,"LINESTRING (496.79999999999995 2939.6, 496.79999999999995 2710.4)",B11B10_0,244.91,8.22,1.75,3.56,105.34752
900.0,B11B10,229.2,"LINESTRING (496.79999999999995 2939.6, 496.79999999999995 2710.4)",B11B10_1,197.67,8.18,1.4,2.87,84.51576
900.0,B11C11,279.2,"LINESTRING (510.4 2946.8, 789.6 2946.8)",B11C11_0,369.7,9.79,2.16,4.41,155.42604
900.0,B11C11,279.2,"LINESTRING (510.4 2946.8, 789.6 2946.8)",B11C11_1,24.84,13.21,0.15,0.3,14.266800000000002
900.0,B11top1,189.6,"LINESTRING (503.20000000000005 2960.4, 503.20000000000005 3150)",B11top1_0,0.0,0.0,0.0,0.0,0.0
900.0,B11top1,189.6,"LINESTRING (503.20000000000005 2960.4, 503.20000000000005 3150)",B11top1_1,16.02,12.0,0.14,0.28,12.096000000000002
900.0,B1A1,279.2,"LINESTRING (489.6 453.20000000000005, 210.4 453.20000000000005)",B1A1_0,193.83,11.3,1.14,2.31,93.97080000000001
900.0,B1A1,279.2,"LINESTRING (489.6 453.20000000000005, 210.4 453.20000000000005)",B1A1_1,14.18,11.75,0.08,0.17,7.191000000000002
900.0,B1B0,229.2,"LINESTRING (496.79999999999995 439.6, 496.79999999999995 210.4)",B1B0_0,260.63,8.35,1.85,3.79,113.92739999999999
900.0,B1B0,229.2,"LINESTRING (496.79999999999995 439.6, 496.79999999999995 210.4)",B1B0_1,273.69,9.88,1.96,3.98,141.56064
900.0,B1B2,229.2,"LINESTRING (503.20000000000005 460.4, 503.20000000000005 689.6)",B1B2_0,402.59,8.9,2.88,5.85,187.434
900.0,B1B2,229.2,"LINESTRING (503.20000000000005 460.4, 503.20000000000005 689.6)",B1B2_1,128.95,10.01,0.9,1.88,67.74768
900.0,B1C1,279.2,"LINESTRING (510.4 446.79999999999995, 789.6 446.79999999999995)",B1C1_0,206.97,7.13,1.22,2.47,63.39996
900.0,B1C1,279.2,"LINESTRING (510.4 446.79999999999995, 789.6 446.79999999999995)",B1C1_1,187.72,11.25,1.07,2.24,90.72000000000001
900.0,B2A2,279.2,"LINESTRING (489.6 703.2, 210.4 703.2)",B2A2_0,223.32,9.47,1.3,2.67,91.02564000000001
900.0,B2A2,279.2,"LINESTRING (489.6 703.2, 210.4 703.2)",B2A2_1,143.84,8.96,0.84,1.72,55.48032000000001
900.0,B2B1,229.2,"LINESTRING (496.79999999999995 689.6, 496.79999999999995 460.4)",B2B1_0,305.69,7.42,2.17,4.45,118.86840000000001
900.0,B2B1,229.2,"LINESTRING (496.79999999999995 689.6, 496.79999999999995 460.4)",B2B1_1,294.48,8.16,2.07,4.28,125.72928000000002
900.0,B2B3,229.2,"LINESTRING (503.20000000000005 710.4, 503.20000000000005 939.6)",B2B3_0,427.2,7.45,3.04,6.21,166.5522
900.0,B2B3,229.2,"LINESTRING (503.20000000000005 710.4, 503.20000000000005 939.6)",B2B3_1,160.02,7.99,1.15,2.33,67.02012
